"id"	"file"	"sub"	"age"	"sex"	"item"	"trial"	"setting"	"F0_Hz"	"F1_Hz"	"F2_Hz"	"F3_Hz"
1	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	135.19748521658	707.915972113093	1749.71800845157	2607.66056371829
2	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	77.1814439308917	633.777328294829	1599.43730295035	2465.02178095831
3	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	115.468066426107	665.928609371286	1566.94331065241	2540.49656761176
4	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	112.407451137651	569.994540459524	1750.97770972561	2691.76061835954
5	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	119.626811261474	698.013778363819	1684.39071670793	2560.47525571659
6	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	118.974168398706	603.880260761349	1733.68424823265	2452.45260458073
7	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	147.535040172103	674.846277821753	1696.12541838714	2641.70682097835
8	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	147.45624802537	771.436411901368	1933.0401161035	2369.41948632101
9	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	134.307823737893	674.941407814599	1721.00302713844	2452.07247295911
10	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	132.562372251056	758.602683182197	1658.03273803841	2434.98265514834
11	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	158.889478275452	629.958619101002	1698.32501744029	2511.10906191604
12	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	103.976167611468	700.042919960488	1841.6954809909	2569.59922489037
13	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	106.823990212494	697.182586931498	1731.04707382668	2522.62058385177
14	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	122.185195366978	872.002330248411	1698.38144348287	2516.07463663017
15	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	129.919275954808	671.580552018699	1839.28793387711	2729.34844903891
16	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	145.67952085278	797.550264034914	1767.49538764437	2578.18070203995
17	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	111.382058374893	662.68173028504	1712.2637521231	2502.3894660693
18	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	148.305818705416	627.702327517965	1925.60961367135	2750.69828360928
19	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	135.41795338632	683.516051272819	1798.36855158792	2570.0455165563
20	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	132.975326722408	776.269618372309	1840.87859907422	2332.49250290689
21	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	131.153151779542	771.176287880905	1663.45074017252	2637.12808408788
22	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	111.438186391999	622.270202723167	1892.9162385813	2547.15862806715
23	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	99.0411062572767	704.46889998625	1697.98102299159	2438.66151956748
24	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	114.679835692852	650.019616327256	1790.48430438565	2613.95431740861
25	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	113.799952581099	654.765048691755	1889.02759442309	2712.29319319113
26	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	133.990013391706	582.124788661456	1921.3259085068	2435.55226647248
27	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	103.721911512112	751.448291144078	1574.96779446564	2467.64299377059
28	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	131.926040713783	666.827166481128	1740.10479531917	2383.13849203145
29	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	122.904799600348	656.20775636845	1573.01253364812	2630.55558557241
30	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	118.907045641404	613.562536086706	1928.87979150039	2560.32365609294
31	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	115.905503402218	653.921153663669	1660.68869970227	2583.69482194768
32	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	121.134104256605	644.803844829985	1489.35037882536	2464.80670862692
33	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	164.090848283442	679.06657516683	1480.74143182992	2529.01685054
34	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	150.4335321102	630.25786242951	1774.37735219255	2428.90315389756
35	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	100.289893775206	689.527174165893	1682.54555416251	2236.44528489236
36	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	133.072027660017	594.712373468808	1792.71172287621	2285.60911952459
37	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	156.923997480564	792.056989056376	1830.30531352215	2427.47217345106
38	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	117.912259986873	746.40455507816	1803.20899224432	2315.68632485814
39	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	134.982017690197	633.67026002447	1846.61597952971	2386.36192299015
40	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	122.824959641	799.591994948083	1857.67462805008	2385.13288266295
41	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	91.5404528308804	531.428165562601	1734.66609146381	2522.25466478598
42	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	97.6125339832479	666.99008640228	1728.69327418881	2608.42621263542
43	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	125.901910968061	624.846365117681	1764.06834350203	2495.30011661646
44	"http://fonetiks.info/bgyang/db/96jp.pdf"	NA	"18-27"	"male"	"had"	NA	NA	119.101722450892	752.4035236405	1883.20308188926	2275.47306760582
